"","Indiv","Sire","Dam","Sex","Breed","Born"
"14340","animal14340","animal13012","animal8758","male","Angler",2025
"14341","animal14341","animal13012","animal5900","male","Angler",2025
"14342","animal14342","animal13012","animal8655","male","Angler",2025
"14343","animal14343","animal13012","animal4597","female","Angler",2025
"14344","animal14344","animal13012","animal7407","female","Angler",2025
"14345","animal14345","animal13012","animal7377","female","Angler",2025
"14346","animal14346","animal13012","animal7451","female","Angler",2025
"14347","animal14347","animal13012","animal5953","male","Angler",2025
"14348","animal14348","animal13012","animal12981","female","Angler",2025
"14349","animal14349","animal13012","animal10676","female","Angler",2025
"14350","animal14350","animal13012","animal5198","male","Angler",2025
"14351","animal14351","animal13012","animal10731","female","Angler",2025
"14352","animal14352","animal13012","animal5933","male","Angler",2025
"14353","animal14353","animal13012","animal10678","male","Angler",2025
"14354","animal14354","animal13012","animal4625","male","Angler",2025
"14355","animal14355","animal13012","animal4590","male","Angler",2025
"14356","animal14356","animal13012","animal7380","female","Angler",2025
"14357","animal14357","animal13012","animal7540","male","Angler",2025
"14358","animal14358","animal13012","animal5198","female","Angler",2025
"14359","animal14359","animal13012","animal5162","male","Angler",2025
"14360","animal14360","animal13012","animal5935","male","Angler",2025
"14361","animal14361","animal13012","animal7380","male","Angler",2025
"14362","animal14362","animal13012","animal8654","male","Angler",2025
"14363","animal14363","animal13012","animal7552","male","Angler",2025
"14364","animal14364","animal13012","animal10672","male","Angler",2025
"14365","animal14365","animal13012","animal4606","male","Angler",2025
"14366","animal14366","animal13021","animal5901","female","Angler",2025
"14367","animal14367","animal13021","animal7342","female","Angler",2025
"14368","animal14368","animal13021","animal7281","male","Angler",2025
"14369","animal14369","animal13021","animal10660","female","Angler",2025
"14370","animal14370","animal13021","animal10737","female","Angler",2025
"14371","animal14371","animal13021","animal10719","male","Angler",2025
"14372","animal14372","animal13021","animal4629","male","Angler",2025
"14373","animal14373","animal13021","animal5149","female","Angler",2025
"14374","animal14374","animal13021","animal7300","female","Angler",2025
"14375","animal14375","animal13021","animal5958","female","Angler",2025
"14376","animal14376","animal13021","animal5884","male","Angler",2025
"14377","animal14377","animal13021","animal4174","female","Angler",2025
"14378","animal14378","animal13021","animal7248","female","Angler",2025
"14379","animal14379","animal13021","animal5927","male","Angler",2025
"14380","animal14380","animal13021","animal8659","male","Angler",2025
"14381","animal14381","animal13021","animal5168","male","Angler",2025
"14382","animal14382","animal13021","animal10760","female","Angler",2025
"14383","animal14383","animal13021","animal4633","male","Angler",2025
"14384","animal14384","animal13021","animal7260","male","Angler",2025
"14385","animal14385","animal13021","animal8705","male","Angler",2025
"14386","animal14386","animal13021","animal7434","female","Angler",2025
"14387","animal14387","animal13021","animal4627","male","Angler",2025
"14388","animal14388","animal13021","animal7284","female","Angler",2025
"14389","animal14389","animal13021","animal5155","female","Angler",2025
"14390","animal14390","animal13021","animal8750","male","Angler",2025
"14391","animal14391","animal13021","animal7419","female","Angler",2025
"14392","animal14392","animal13021","animal7299","male","Angler",2025
"14393","animal14393","animal13021","animal10664","male","Angler",2025
"14394","animal14394","animal13021","animal8649","male","Angler",2025
"14395","animal14395","animal13021","animal8635","male","Angler",2025
"14396","animal14396","animal13021","animal12959","male","Angler",2025
"14397","animal14397","animal13021","animal4589","female","Angler",2025
"14398","animal14398","animal13021","animal4189","female","Angler",2025
"14399","animal14399","animal13021","animal8682","male","Angler",2025
"14400","animal14400","animal13021","animal7473","female","Angler",2025
"14401","animal14401","animal13021","animal8736","male","Angler",2025
"14402","animal14402","animal13021","animal8723","male","Angler",2025
"14403","animal14403","animal13021","animal8737","female","Angler",2025
"14404","animal14404","animal13021","animal4605","female","Angler",2025
"14405","animal14405","animal5952","animal13046","female","Angler",2025
"14406","animal14406","animal5952","animal12967","female","Angler",2025
"14407","animal14407","animal5952","animal12981","female","Angler",2025
"14408","animal14408","animal5952","animal13018","male","Angler",2025
"14409","animal14409","animal5952","animal12984","female","Angler",2025
"14410","animal14410","animal5952","animal12979","female","Angler",2025
"14411","animal14411","animal5952","animal12956","female","Angler",2025
"14412","animal14412","animal4185","animal13033","male","Angler",2025
"14413","animal14413","animal4185","animal12977","female","Angler",2025
"14414","animal14414","animal4185","animal13046","male","Angler",2025
"14415","animal14415","animal4185","animal12933","male","Angler",2025
"14416","animal14416","animal4185","animal13026","male","Angler",2026
"14417","animal14417","animal4185","animal12939","female","Angler",2026
"14418","animal14418","animal4185","animal13022","female","Angler",2026
"14419","animal14419","animal4185","animal12998","male","Angler",2026
"14420","animal14420","animal4185","animal12999","male","Angler",2026
"14421","animal14421","animal4185","animal12945","male","Angler",2026
"14422","animal14422","animal7571","animal13030","male","Angler",2026
"14423","animal14423","animal7571","animal12929","male","Angler",2026
"14424","animal14424","animal7571","animal13019","male","Angler",2026
"14425","animal14425","animal7571","animal13022","male","Angler",2026
"14426","animal14426","animal7571","animal12941","male","Angler",2026
"14427","animal14427","animal7571","animal13025","male","Angler",2026
"14428","animal14428","animal7572","animal12975","female","Angler",2026
"14429","animal14429","animal7572","animal13044","female","Angler",2026
"14430","animal14430","animal7572","animal13023","female","Angler",2026
"14431","animal14431","animal7572","animal13032","female","Angler",2026
"14432","animal14432","animal7572","animal12965","male","Angler",2026
"14433","animal14433","animal7572","animal12964","female","Angler",2026
"14434","animal14434","animal7572","animal12967","male","Angler",2026
"14435","animal14435","animal10771","animal13071","female","Angler",2026
"14436","animal14436","animal10771","animal13073","female","Angler",2026
"14437","animal14437","animal10771","animal13111","male","Angler",2026
"14438","animal14438","animal10771","animal13111","female","Angler",2026
"14439","animal14439","animal7592","animal13161","male","Angler",2026
"14440","animal14440","animal7592","animal13138","female","Angler",2026
"14441","animal14441","animal7592","animal13133","female","Angler",2026
"14442","animal14442","animal13049","animal8818","male","Angler",2026
"14443","animal14443","animal13049","animal10779","male","Angler",2026
"14444","animal14444","animal13049","animal10844","male","Angler",2026
"14445","animal14445","animal13049","animal10870","male","Angler",2026
"14446","animal14446","animal13049","animal10872","female","Angler",2026
"14447","animal14447","animal13049","animal8910","male","Angler",2026
"14448","animal14448","animal13049","animal8790","male","Angler",2026
"14449","animal14449","animal13049","animal6096","female","Angler",2026
"14450","animal14450","animal13049","animal7748","male","Angler",2026
"14451","animal14451","animal13049","animal5260","male","Angler",2026
"14452","animal14452","animal13049","animal4673","female","Angler",2026
"14453","animal14453","animal13049","animal7633","male","Angler",2026
"14454","animal14454","animal13049","animal13161","male","Angler",2026
"14455","animal14455","animal13049","animal5987","female","Angler",2026
"14456","animal14456","animal13049","animal10877","male","Angler",2026
"14457","animal14457","animal13049","animal7627","male","Angler",2026
"14458","animal14458","animal13049","animal7584","female","Angler",2026
"14459","animal14459","animal13049","animal8820","male","Angler",2026
"14460","animal14460","animal13049","animal8823","male","Angler",2026
"14461","animal14461","animal13049","animal10772","female","Angler",2026
"14462","animal14462","animal13049","animal10835","female","Angler",2026
"14463","animal14463","animal13049","animal7614","female","Angler",2026
"14464","animal14464","animal13049","animal6017","female","Angler",2026
"14465","animal14465","animal13049","animal7605","female","Angler",2026
"14466","animal14466","animal13049","animal7672","male","Angler",2026
"14467","animal14467","animal13049","animal8791","female","Angler",2026
"14468","animal14468","animal13049","animal8868","female","Angler",2026
"14469","animal14469","animal13049","animal7653","male","Angler",2026
"14470","animal14470","animal13049","animal13095","female","Angler",2026
"14471","animal14471","animal13049","animal3882","male","Angler",2026
"14472","animal14472","animal13049","animal7804","male","Angler",2026
