Indiv Sire Dam Sex Breed Born
animal11719 animal5406 animal10293 female Angler 2019
animal11720 animal5458 animal10296 male Angler 2019
animal11721 animal3490 animal10296 male Angler 2019
animal11722 animal5350 animal10296 male Angler 2019
animal11723 animal8191 animal10293 male Angler 2020
animal11724 animal3814 animal10293 female Angler 2020
animal11725 animal3490 animal10293 female Angler 2020
animal11726 animal5406 animal10293 male Angler 2021
animal11727 animal5406 animal10296 male Angler 2021
animal11728 animal6263 animal10387 male Angler 2021
animal11729 animal6263 animal10308 male Angler 2021
animal11730 animal6263 animal10395 male Angler 2021
animal11731 animal6263 animal10303 male Angler 2021
animal11732 animal6275 animal10314 female Angler 2021
animal11733 animal6275 animal10310 female Angler 2021
animal11734 animal6275 animal10323 female Angler 2021
animal11735 animal6275 animal10325 male Angler 2021
animal11736 animal6275 animal10331 male Angler 2021
animal11737 animal6275 animal10322 male Angler 2021
animal11738 animal6286 animal10403 female Angler 2021
animal11739 animal6286 animal10302 female Angler 2021
animal11740 animal6286 animal10396 male Angler 2021
animal11741 animal6286 animal10400 male Angler 2021
animal11742 animal6286 animal10329 female Angler 2021
animal11743 animal6286 animal10380 male Angler 2021
animal11744 animal6286 animal10329 female Angler 2021
animal11745 animal5517 animal10335 female Angler 2021
animal11746 animal5517 animal10347 male Angler 2021
animal11747 animal5517 animal10324 female Angler 2021
animal11748 animal5517 animal10306 male Angler 2021
animal11749 animal5517 animal10407 male Angler 2021
animal11750 animal8236 animal10363 female Angler 2021
animal11751 animal8236 animal10368 female Angler 2021
animal11752 animal5542 animal10394 male Angler 2022
animal11753 animal5542 animal10414 female Angler 2022
animal11754 animal5542 animal10402 male Angler 2022
animal11755 animal10353 animal8238 male Angler 2022
animal11756 animal10353 animal5534 female Angler 2022
animal11757 animal10353 animal5008 female Angler 2022
animal11758 animal10353 animal5511 female Angler 2022
animal11759 animal10353 animal10321 male Angler 2022
animal11760 animal10353 animal6310 male Angler 2022
animal11761 animal10353 animal6567 male Angler 2022
animal11762 animal10353 animal8276 female Angler 2022
animal11763 animal10353 animal4124 male Angler 2022
animal11764 animal10353 animal3825 male Angler 2022
animal11765 animal10353 animal6358 female Angler 2022
animal11766 animal10353 animal5558 male Angler 2022
animal11767 animal10353 animal5513 male Angler 2022
animal11768 animal10353 animal6451 female Angler 2022
animal11769 animal10353 animal10302 female Angler 2022
animal11770 animal10353 animal10381 female Angler 2022
animal11771 animal10353 animal10317 female Angler 2022
animal11772 animal10353 animal6525 female Angler 2022
animal11773 animal10353 animal8340 female Angler 2022
animal11774 animal10353 animal6440 male Angler 2022
animal11775 animal10353 animal4123 male Angler 2022
animal11776 animal10353 animal6575 male Angler 2022
animal11777 animal10353 animal6435 male Angler 2022
animal11778 animal10353 animal6560 female Angler 2022
animal11779 animal10353 animal3831 male Angler 2022
animal11780 animal10353 animal6381 male Angler 2022
animal11781 animal10353 animal6505 female Angler 2022
animal11782 animal10353 animal6404 female Angler 2022
animal11783 animal10353 animal8311 female Angler 2022
animal11784 animal10353 animal6544 female Angler 2022
animal11785 animal10353 animal5499 male Angler 2022
animal11786 animal10353 animal4995 male Angler 2022
animal11787 animal10353 animal5523 female Angler 2022
animal11788 animal10353 animal6443 male Angler 2022
animal11789 animal10353 animal5577 female Angler 2022
animal11790 animal4420 animal10400 male Angler 2022
animal11791 animal4420 animal10378 male Angler 2022
animal11792 animal4420 animal10321 female Angler 2022
animal11793 animal4420 animal10387 male Angler 2022
animal11794 animal4420 animal10399 male Angler 2022
animal11795 animal8272 animal10319 male Angler 2022
animal11796 animal8272 animal10300 female Angler 2022
animal11797 animal10361 animal6323 female Angler 2022
animal11798 animal10361 animal4403 female Angler 2022
animal11799 animal10361 animal8226 female Angler 2022
animal11800 animal10361 animal6334 male Angler 2022
animal11801 animal10361 animal8307 female Angler 2022
animal11802 animal10361 animal6372 male Angler 2022
animal11803 animal10361 animal6509 male Angler 2022
animal11804 animal10361 animal6535 female Angler 2022
animal11805 animal10361 animal10314 male Angler 2022
animal11806 animal10361 animal3827 male Angler 2022
animal11807 animal10361 animal6570 male Angler 2022
animal11808 animal10361 animal5562 female Angler 2022
animal11809 animal10361 animal5589 female Angler 2022
animal11810 animal10361 animal6458 female Angler 2022
animal11811 animal10361 animal5535 male Angler 2022
animal11812 animal10361 animal8329 male Angler 2022
animal11813 animal10361 animal4999 male Angler 2022
animal11814 animal10361 animal6488 female Angler 2022
animal11815 animal10361 animal6262 male Angler 2022
animal11816 animal10361 animal6561 female Angler 2022
animal11817 animal10361 animal8226 female Angler 2022
animal11818 animal10361 animal10381 male Angler 2022
animal11819 animal10361 animal6283 female Angler 2022
animal11820 animal10361 animal6410 male Angler 2022
animal11821 animal10361 animal6413 male Angler 2022
animal11822 animal10361 animal6553 male Angler 2022
animal11823 animal10361 animal6580 female Angler 2022
animal11824 animal10361 animal10330 female Angler 2022
animal11825 animal10361 animal6426 female Angler 2022
animal11826 animal10361 animal5560 male Angler 2022
animal11827 animal10361 animal6303 male Angler 2022
animal11828 animal10361 animal10397 female Angler 2022
animal11829 animal10361 animal8311 female Angler 2022
animal11830 animal6432 animal10396 female Angler 2022
animal11831 animal6432 animal10323 male Angler 2022
animal11832 animal6432 animal10401 female Angler 2022
animal11833 animal6432 animal10375 male Angler 2022
animal11834 animal6432 animal10408 male Angler 2022
animal11835 animal6432 animal10338 male Angler 2022
animal11836 animal6432 animal10312 female Angler 2022
animal11837 animal6432 animal10403 female Angler 2022
animal11838 animal6449 animal10415 female Angler 2022
animal11839 animal6449 animal10380 female Angler 2022
animal11840 animal6449 animal10372 female Angler 2022
animal11841 animal6455 animal10309 female Angler 2022
animal11842 animal6455 animal10299 male Angler 2022
animal11843 animal6455 animal10304 male Angler 2022
animal11844 animal6455 animal10319 male Angler 2022
animal11845 animal8292 animal10394 female Angler 2022
animal11846 animal8293 animal10315 female Angler 2022
animal11847 animal8293 animal10338 female Angler 2022
animal11848 animal8293 animal10397 female Angler 2022
animal11849 animal8293 animal10301 female Angler 2022
animal11850 animal8293 animal10389 female Angler 2022
animal11851 animal6526 animal10401 male Angler 2022
animal11852 animal6526 animal10307 male Angler 2022
animal11853 animal6526 animal10322 male Angler 2022
animal11854 animal6526 animal10391 female Angler 2022
animal11855 animal6526 animal10330 female Angler 2022
animal11856 animal6526 animal10355 female Angler 2022
animal11857 animal6534 animal10395 male Angler 2022
animal11858 animal6534 animal10299 female Angler 2022
animal11859 animal6534 animal10306 male Angler 2022
animal11860 animal6534 animal10416 male Angler 2022
animal11861 animal6534 animal10312 male Angler 2022
animal11862 animal6534 animal10379 male Angler 2022
animal11863 animal6534 animal10407 female Angler 2022
animal11864 animal4119 animal10347 male Angler 2022
animal11865 animal4119 animal10331 female Angler 2022
animal11866 animal4119 animal10357 male Angler 2022
animal11867 animal4119 animal10389 male Angler 2022
animal11868 animal5024 animal10393 male Angler 2022
animal11869 animal5611 animal10453 male Angler 2022
animal11870 animal5611 animal10496 male Angler 2022
animal11871 animal5611 animal10420 female Angler 2022
animal11872 animal10429 animal6828 male Angler 2022
animal11873 animal10429 animal6880 male Angler 2022
animal11874 animal10429 animal6684 male Angler 2022
animal11875 animal10429 animal6849 female Angler 2022
animal11876 animal10429 animal6788 female Angler 2022
animal11877 animal10429 animal6823 male Angler 2022
animal11878 animal10429 animal10435 male Angler 2022
animal11879 animal10429 animal6709 male Angler 2022
animal11880 animal10429 animal4462 male Angler 2022
animal11881 animal10429 animal6676 male Angler 2022
animal11882 animal10429 animal10482 female Angler 2022
animal11883 animal10429 animal10453 female Angler 2022
animal11884 animal10429 animal6895 female Angler 2022
animal11885 animal10429 animal6868 male Angler 2022
animal11886 animal10429 animal5036 male Angler 2022
animal11887 animal10429 animal5693 male Angler 2022
animal11888 animal10429 animal5637 female Angler 2022
animal11889 animal10429 animal8490 female Angler 2022
animal11890 animal10429 animal5054 female Angler 2022
animal11891 animal10429 animal6823 female Angler 2022
animal11892 animal10429 animal10493 male Angler 2022
animal11893 animal10429 animal5638 male Angler 2022
animal11894 animal10429 animal4127 male Angler 2022
animal11895 animal10429 animal5705 male Angler 2022
animal11896 animal10429 animal6646 female Angler 2022
animal11897 animal10429 animal6855 male Angler 2022
animal11898 animal10429 animal8482 male Angler 2022
animal11899 animal10429 animal10476 female Angler 2022
animal11900 animal10429 animal6629 female Angler 2022
animal11901 animal10429 animal5073 male Angler 2022
animal11902 animal10429 animal5711 male Angler 2022
animal11903 animal10429 animal4461 female Angler 2022
animal11904 animal6699 animal10517 male Angler 2022
animal11905 animal6699 animal10482 male Angler 2022
animal11906 animal6699 animal10518 male Angler 2022
animal11907 animal6728 animal10522 male Angler 2022
animal11908 animal6728 animal10508 female Angler 2022
animal11909 animal6728 animal10497 female Angler 2023
animal11910 animal6728 animal10434 male Angler 2023
animal11911 animal10471 animal6833 female Angler 2023
animal11912 animal10471 animal10440 female Angler 2023
animal11913 animal10471 animal8465 female Angler 2023
animal11914 animal10471 animal6744 female Angler 2023
animal11915 animal10471 animal5683 male Angler 2023
animal11916 animal10471 animal4461 female Angler 2023
animal11917 animal10471 animal8430 male Angler 2023
animal11918 animal10471 animal5645 male Angler 2023
animal11919 animal10471 animal6841 female Angler 2023
animal11920 animal10471 animal5069 female Angler 2023
animal11921 animal10471 animal8466 female Angler 2023
animal11922 animal10471 animal10494 female Angler 2023
animal11923 animal10471 animal8370 male Angler 2023
animal11924 animal10471 animal5703 male Angler 2023
animal11925 animal10471 animal4516 male Angler 2023
animal11926 animal10471 animal6908 female Angler 2023
animal11927 animal10471 animal5659 female Angler 2023
animal11928 animal10471 animal5701 male Angler 2023
animal11929 animal10471 animal5697 female Angler 2023
animal11930 animal10471 animal5728 male Angler 2023
animal11931 animal10471 animal6653 female Angler 2023
animal11932 animal10471 animal5686 male Angler 2023
animal11933 animal10471 animal8403 male Angler 2023
animal11934 animal10471 animal5724 male Angler 2023
animal11935 animal10471 animal8459 male Angler 2023
animal11936 animal10471 animal6819 male Angler 2023
animal11937 animal10471 animal6695 female Angler 2023
animal11938 animal10471 animal6721 male Angler 2023
animal11939 animal10471 animal8491 male Angler 2023
animal11940 animal10471 animal6907 female Angler 2023
animal11941 animal10471 animal8435 male Angler 2023
animal11942 animal10471 animal4517 male Angler 2023
animal11943 animal10471 animal6790 male Angler 2023
animal11944 animal10471 animal10451 female Angler 2023
animal11945 animal10471 animal4146 female Angler 2023
animal11946 animal10471 animal6711 male Angler 2023
animal11947 animal8397 animal10493 female Angler 2023
animal11948 animal8397 animal10463 female Angler 2023
animal11949 animal8397 animal10422 male Angler 2023
animal11950 animal8412 animal10499 female Angler 2023
animal11951 animal8412 animal10532 female Angler 2023
animal11952 animal8412 animal10470 male Angler 2023
animal11953 animal8412 animal10484 male Angler 2023
animal11954 animal8412 animal10420 male Angler 2023
animal11955 animal8417 animal10517 female Angler 2023
animal11956 animal6774 animal10509 female Angler 2023
