Indiv Sire Dam Born Sex Breed EBV
animal14002 animal12897 animal7088 2024 female Angler 98.1
animal14003 animal12897 animal12925 2024 female Angler 101.54
animal14004 animal12900 animal10635 2024 female Angler 104.79
animal14005 animal12900 animal4152 2024 female Angler 111.51
animal14006 animal12900 animal12845 2024 female Angler 87.61
animal14007 animal12900 animal10552 2024 male Angler 96.56
animal14008 animal12900 animal5834 2024 male Angler 102.21
animal14009 animal12900 animal4540 2024 male Angler 105.51
animal14010 animal12900 animal5813 2024 female Angler 101.33
animal14011 animal12900 animal5093 2024 female Angler 89.83
animal14012 animal12900 animal8556 2024 female Angler 102.96
animal14013 animal12900 animal5830 2024 female Angler 101.78
animal14014 animal12900 animal10564 2024 female Angler 101.27
animal14015 animal12900 animal8621 2024 female Angler 110.19
animal14016 animal12900 animal7068 2024 male Angler 101.61
animal14017 animal12900 animal5801 2024 female Angler 92.91
animal14018 animal12900 animal8620 2024 female Angler 99.35
animal14019 animal12900 animal10540 2024 male Angler 104.19
animal14020 animal12900 animal12894 2024 female Angler 103.47
animal14021 animal12900 animal10582 2024 male Angler 86.33
animal14022 animal12900 animal8502 2024 male Angler 95.96
animal14023 animal12900 animal10566 2024 female Angler 114.4
animal14024 animal12900 animal10539 2024 male Angler 108.69
animal14025 animal12900 animal8606 2024 female Angler 105.31
animal14026 animal12900 animal7138 2024 female Angler 98.97
animal14027 animal12900 animal5137 2024 male Angler 100.75
animal14028 animal12900 animal7097 2024 male Angler 115.2
animal14029 animal12900 animal12847 2024 male Angler 100.24
animal14030 animal12900 animal5861 2024 female Angler 107.06
animal14031 animal12900 animal10632 2024 male Angler 104.93
animal14032 animal12900 animal3860 2024 male Angler 101.19
animal14033 animal12900 animal7215 2024 female Angler 106.63
animal14034 animal12900 animal7134 2024 male Angler 90.94
animal14035 animal12900 animal7096 2024 male Angler 102.23
animal14036 animal12900 animal5858 2024 male Angler 102.72
animal14037 animal12900 animal8532 2024 female Angler 105.22
animal14038 animal12900 animal12831 2024 male Angler 111.43
animal14039 animal12900 animal7028 2024 male Angler 94.39
animal14040 animal12900 animal12815 2024 male Angler 105.19
animal14041 animal12900 animal4576 2024 male Angler 93.19
animal14042 animal12900 animal7109 2024 female Angler 100.73
animal14043 animal12904 animal5765 2024 female Angler 103.88
animal14044 animal12904 animal6974 2024 male Angler 88.97
animal14045 animal12904 animal6978 2024 female Angler 90.69
animal14046 animal12904 animal7042 2024 female Angler 103.24
animal14047 animal12904 animal10562 2024 female Angler 106.46
animal14048 animal12904 animal5770 2024 male Angler 103.62
animal14049 animal12904 animal7022 2024 male Angler 94.99
animal14050 animal12904 animal12883 2024 female Angler 118.05
animal14051 animal12904 animal6925 2024 male Angler 102.2
animal14052 animal12904 animal7242 2024 male Angler 102.42
animal14053 animal12904 animal5109 2024 female Angler 107.26
animal14054 animal12904 animal12847 2024 male Angler 102.47
animal14055 animal12904 animal5795 2024 female Angler 94.02
animal14056 animal12904 animal7085 2024 male Angler 110.7
animal14057 animal12904 animal10641 2024 female Angler 96.05
animal14058 animal12904 animal10584 2024 female Angler 114.36
animal14059 animal12904 animal4149 2024 female Angler 96.7
animal14060 animal12904 animal5754 2024 male Angler 100.52
animal14061 animal12904 animal7012 2024 male Angler 93.59
animal14062 animal12904 animal8626 2024 male Angler 109.94
animal14063 animal12904 animal4151 2024 male Angler 94.29
animal14064 animal12904 animal7117 2024 female Angler 99.7
animal14065 animal12904 animal5775 2024 male Angler 74.77
animal14066 animal12904 animal12858 2024 female Angler 107.67
animal14067 animal12904 animal6923 2024 male Angler 108.14
animal14068 animal12904 animal8501 2024 female Angler 105.26
animal14069 animal12904 animal12870 2024 male Angler 103.98
animal14070 animal12904 animal7187 2024 female Angler 99.96
animal14071 animal12904 animal5114 2024 male Angler 105.01
animal14072 animal12904 animal7176 2024 male Angler 97.55
animal14073 animal12904 animal4563 2024 female Angler 93.41
animal14074 animal12904 animal12836 2024 male Angler 97.62
animal14075 animal12904 animal5123 2024 female Angler 96.3
animal14076 animal12904 animal8535 2024 male Angler 95.4
animal14077 animal12904 animal10645 2024 female Angler 101.96
animal14078 animal12904 animal5809 2024 female Angler 101.59
animal14079 animal12904 animal7029 2024 female Angler 110.26
animal14080 animal12904 animal7156 2024 female Angler 96.18
animal14081 animal12904 animal7000 2024 male Angler 112.49
animal14082 animal12913 animal10637 2024 female Angler 99.91
animal14083 animal12913 animal7025 2024 male Angler 102.64
animal14084 animal12913 animal5766 2024 male Angler 95.52
animal14085 animal12913 animal7076 2024 male Angler 93.15
animal14086 animal12913 animal5828 2024 male Angler 102.29
animal14087 animal12913 animal7146 2024 male Angler 93.3
animal14088 animal12913 animal7197 2024 male Angler 99.73
animal14089 animal12913 animal10566 2024 female Angler 91.58
animal14090 animal12913 animal12830 2024 male Angler 112.73
animal14091 animal12913 animal6994 2024 male Angler 94.59
animal14092 animal12913 animal7145 2024 male Angler 105.42
animal14093 animal12913 animal7201 2024 male Angler 99.3
animal14094 animal12913 animal5769 2024 female Angler 99.52
animal14095 animal12913 animal12927 2024 male Angler 88.28
animal14096 animal12913 animal5098 2024 female Angler 86.58
animal14097 animal12913 animal5135 2024 male Angler 102.24
animal14098 animal12913 animal5800 2024 female Angler 88.37
animal14099 animal12913 animal10547 2024 male Angler 84.98
animal14100 animal12913 animal10642 2024 male Angler 103.79
animal14101 animal12913 animal12828 2024 male Angler 103.82
animal14102 animal12913 animal7006 2024 female Angler 93.21
animal14103 animal12913 animal7106 2024 female Angler 110.13
animal14104 animal12913 animal5117 2024 male Angler 103.05
animal14105 animal12913 animal12924 2024 female Angler 102.23
animal14106 animal12913 animal8628 2024 male Angler 99.81
animal14107 animal12913 animal4541 2024 male Angler 104.94
animal14108 animal12913 animal12919 2024 female Angler 89.12
animal14109 animal12913 animal12918 2024 female Angler 93.17
animal14110 animal12913 animal7177 2024 female Angler 108.78
animal14111 animal12913 animal12880 2024 female Angler 103.54
animal14112 animal12913 animal12899 2024 male Angler 98.92
animal14113 animal12913 animal12922 2024 male Angler 107.96
animal14114 animal12913 animal7079 2024 female Angler 98.94
animal14115 animal12913 animal4583 2024 female Angler 94.92
animal14116 animal12913 animal5796 2024 male Angler 98.9
animal14117 animal12913 animal7197 2024 female Angler 100.03
animal14118 animal12913 animal6960 2024 male Angler 97.88
animal14119 animal12913 animal8600 2024 male Angler 103.12
animal14120 animal12913 animal5747 2024 male Angler 89.17
animal9676 animal5835 animal7049 2024 male Angler 100
animal14121 animal5835 animal12916 2024 female Angler 100.56
animal8049 animal5835 animal4149 2024 male Angler 110.08
animal9677 animal5835 animal7061 2024 female Angler 105.2
animal11374 animal5835 animal8513 2024 male Angler 106.58
animal12231 animal5835 animal10587 2024 female Angler 107.01
animal9678 animal5835 animal7146 2024 female Angler 108.19
animal8050 animal5835 animal5837 2024 male Angler 102.52
animal11375 animal5835 animal8505 2024 male Angler 85.36
animal8051 animal5835 animal3860 2024 female Angler 103.26
animal9679 animal5835 animal7103 2024 male Angler 114.1
animal9680 animal5835 animal7050 2024 female Angler 107.65
animal8052 animal5835 animal4547 2024 female Angler 100.93
animal14122 animal5835 animal12869 2024 male Angler 87.24
animal14123 animal5835 animal12828 2024 male Angler 113.49
animal9681 animal5835 animal7241 2024 female Angler 99.45
animal8053 animal5835 animal5134 2024 male Angler 94.1
animal9682 animal5835 animal7166 2024 male Angler 108.45
animal14124 animal5835 animal12829 2024 male Angler 102.33
animal11376 animal5835 animal8551 2024 female Angler 107.07
animal8054 animal5835 animal4534 2024 male Angler 105.24
animal9683 animal5835 animal7047 2024 female Angler 99.9
animal9684 animal5835 animal6969 2024 male Angler 101.34
animal14125 animal5835 animal12840 2024 female Angler 114.77
animal12232 animal5835 animal10614 2024 male Angler 94.81
animal9685 animal5835 animal6927 2024 female Angler 106.84
animal9686 animal5835 animal7236 2024 female Angler 92.1
animal8055 animal5835 animal4572 2024 male Angler 99.54
animal9687 animal5835 animal7085 2024 female Angler 98.55
animal8056 animal5835 animal4531 2024 female Angler 109.01
animal12233 animal5835 animal10649 2024 male Angler 105.78
animal12234 animal5835 animal10575 2024 male Angler 92.18
animal9688 animal5835 animal6925 2024 male Angler 110
animal14126 animal5835 animal12857 2024 female Angler 103.34
animal9689 animal5835 animal7123 2024 male Angler 95.07
animal9690 animal5835 animal7186 2024 male Angler 86.83
animal9691 animal5835 animal7215 2024 female Angler 106.78
animal14127 animal5835 animal12841 2024 female Angler 100.46
animal8057 animal5835 animal5145 2024 female Angler 95.69
animal9692 animal5133 animal7110 2024 male Angler 112.48
animal6130 animal5133 animal4166 2024 male Angler 88.72
animal6131 animal5133 animal4553 2024 male Angler 100.21
animal9693 animal5133 animal7033 2024 female Angler 89.53
animal9694 animal5133 animal6991 2024 male Angler 100.52
animal11377 animal5133 animal8587 2024 female Angler 95.6
animal9695 animal5133 animal7007 2024 male Angler 98.19
animal9696 animal5133 animal7176 2024 male Angler 98.64
animal6132 animal5133 animal1690 2024 female Angler 102.02
animal9697 animal5133 animal7120 2024 female Angler 109.1
animal9698 animal5133 animal6987 2024 male Angler 101.39
animal9699 animal5133 animal6960 2024 male Angler 95
animal12235 animal5133 animal10538 2024 female Angler 93.3
animal9700 animal5133 animal6991 2024 female Angler 100.6
animal14128 animal5133 animal12821 2024 male Angler 104.42
animal6133 animal5133 animal5109 2024 male Angler 90.25
animal9701 animal5133 animal7091 2024 female Angler 88.16
animal11378 animal5133 animal8552 2024 female Angler 111.32
animal6134 animal5133 animal5093 2024 male Angler 108.2
animal8058 animal5133 animal5830 2024 female Angler 91.18
animal9702 animal5133 animal7016 2024 male Angler 97.38
animal12236 animal5133 animal10599 2024 female Angler 101.37
animal12237 animal5133 animal10571 2024 female Angler 106.47
animal12238 animal5133 animal10615 2024 male Angler 95.34
animal6135 animal5133 animal4550 2024 female Angler 89.25
animal8059 animal5133 animal5798 2024 female Angler 102.97
animal6136 animal5133 animal5145 2024 male Angler 90.04
animal9703 animal5133 animal7050 2024 male Angler 106.04
animal14129 animal5133 animal12894 2024 female Angler 109.36
animal9704 animal5133 animal6962 2024 male Angler 99.6
animal6137 animal5133 animal5116 2024 female Angler 102.67
animal8060 animal5133 animal5737 2024 male Angler 98.99
animal9705 animal5133 animal7182 2024 female Angler 105.61
animal8061 animal5133 animal5829 2024 female Angler 110.85
animal9706 animal5133 animal6984 2024 male Angler 103.42
animal6138 animal5133 animal3857 2024 male Angler 92.59
animal9707 animal5133 animal6985 2024 male Angler 95.71
animal11379 animal5133 animal8510 2024 female Angler 89.88
animal13177 animal5133 animal11719 2024 male Angler 104.33
animal9708 animal4568 animal7037 2024 male Angler 88.85
animal9709 animal4568 animal7051 2024 male Angler 110.51
animal11380 animal4568 animal8590 2024 male Angler 91.41
animal14130 animal4568 animal12850 2024 male Angler 100.78
animal11381 animal4568 animal8564 2024 male Angler 101.11
animal11382 animal4568 animal8616 2024 male Angler 98.13
animal9710 animal4568 animal7226 2024 female Angler 91.49
animal5292 animal4568 animal4572 2024 female Angler 94.6
animal6139 animal4568 animal5141 2024 male Angler 95.36
animal5293 animal4568 animal4565 2024 male Angler 111.5
animal5294 animal4568 animal4160 2024 female Angler 90.04
animal9711 animal4568 animal7113 2024 male Angler 114.96
animal9712 animal4568 animal7126 2024 female Angler 105.26
animal14131 animal4568 animal12876 2024 female Angler 94.95
animal8062 animal4568 animal5792 2024 female Angler 92.36
animal9713 animal4568 animal6940 2024 male Angler 101.63
animal9714 animal4568 animal7203 2024 male Angler 99.48
animal11383 animal4568 animal8545 2024 male Angler 92.42
animal5295 animal4568 animal4160 2024 female Angler 84.57
animal11384 animal4568 animal8536 2024 male Angler 84.78
animal9715 animal4568 animal7139 2024 male Angler 84.54
animal8063 animal4568 animal5763 2024 male Angler 99.02
animal11385 animal4568 animal8587 2024 male Angler 90.91
animal9716 animal4568 animal7132 2024 male Angler 89.13
animal5296 animal4568 animal4581 2024 female Angler 95.81
animal5297 animal4568 animal3859 2024 male Angler 80.32
animal6140 animal4568 animal5121 2024 female Angler 106.82
animal9717 animal4568 animal7029 2024 female Angler 87.87
animal9718 animal4568 animal6956 2024 female Angler 94.92
animal12239 animal4568 animal10582 2024 female Angler 88.34
animal5298 animal4568 animal4528 2024 male Angler 88.32
animal11386 animal4568 animal8590 2024 male Angler 84.24
animal5299 animal4568 animal1691 2024 male Angler 115.17
animal12240 animal4568 animal10547 2024 male Angler 106.8
animal11387 animal4568 animal8585 2024 female Angler 101.35
animal9719 animal4568 animal7067 2024 male Angler 99.3
animal11388 animal4568 animal8551 2024 female Angler 90.32
animal12241 animal4568 animal10565 2024 male Angler 83.39
animal9720 animal4568 animal7211 2024 male Angler 89.13
